ds,yhat,yhat_lower,yhat_upper
2023-07-22,2267.186737430762,2002.3968712817,2521.1053103318386
2023-07-23,2218.784821741642,1958.5490194684746,2460.238550119178
2023-07-24,2243.736856343481,1988.1951951222695,2499.4471273143745
2023-07-25,2245.758038321941,1982.7162424900573,2496.8373087780114
2023-07-26,2200.6578848153013,1940.5200317212896,2462.4637450295168
2023-07-27,2239.9810317250713,1990.1998620031677,2489.7388335403116
2023-07-28,2215.739417600359,1951.2959114302064,2489.8811579467765
2023-07-29,2264.0236469499755,1996.6609827882385,2543.694820387385
2023-07-30,2205.7307452197692,1942.7166825411866,2462.314282073022
2023-07-31,2234.5131421806054,1952.481130554689,2495.181136131391
2023-08-01,2240.503525019359,1984.3225384548787,2513.005996876401
2023-08-02,2221.5776261483893,1972.958537297465,2491.1173472928645
2023-08-03,2231.0026636685884,1959.1471537417397,2494.2519098657085
2023-08-04,2256.201040487031,1965.236986903251,2517.508487625801
2023-08-05,2281.281602150672,2027.581683784323,2543.980904209524
2023-08-06,2197.77055209839,1907.972740989278,2428.880885575171
2023-08-07,2247.3458085287452,1972.5549647356374,2494.661806196116
2023-08-08,2240.827110354249,2003.069177601464,2506.416780743007
2023-08-09,2201.7028768164046,1925.6715373884026,2468.3403912505432
2023-08-10,2233.4367339874034,1958.5648462946185,2498.6273868883413
2023-08-11,2242.9724197532246,2004.071381835761,2526.2137094008535
2023-08-12,2261.510287144916,2018.884895961052,2521.7843987126153
2023-08-13,2222.0262280667766,1946.3770308842236,2482.0068682805304
2023-08-14,2237.994188739283,1974.2276674011514,2504.9797281319807
2023-08-15,2254.9418806696967,2010.2857257628727,2533.597957299789
2023-08-16,2197.9033780824298,1919.3757893372901,2447.330635030577
2023-08-17,2267.1003412336604,2006.9921913743372,2515.6065903274616
2023-08-18,2244.2974422625884,1989.2101650585573,2490.666201566623
2023-08-19,2270.5784396758877,2011.9455875214396,2521.15298562101
2023-08-20,2218.9744183122743,1945.1766533204166,2467.20331895604
2023-08-21,2236.9150195295597,1978.4262326666537,2500.686215131212
2023-08-22,2235.9790750318643,1955.7809224336556,2486.9875882052115
2023-08-23,2194.0072841257106,1912.7971919506729,2451.5169778081167
2023-08-24,2258.809502114201,1992.202755557956,2537.985597532286
2023-08-25,2233.3115701673723,1963.9174510055682,2484.1473129815304
2023-08-26,2258.706428994336,1996.1873743867359,2521.080957031992
2023-08-27,2181.9754170975116,1926.7278067275531,2430.432559677419
2023-08-28,2277.035663855651,2029.6341043320338,2528.023513886101
2023-08-29,2254.352590304918,1989.2055580133194,2509.374569070707
2023-08-30,2208.511986058511,1921.4913807116773,2479.3860981624193
2023-08-31,2242.9553122092534,1972.1162046009413,2508.0241170121158
2023-09-01,2255.036972277134,1980.9027191124492,2533.9959997180963
2023-09-02,2290.9157258306664,2022.8528032154493,2560.6000802691738
