ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,arrivals,arrivals_lower,arrivals_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,rainfall,rainfall_lower,rainfall_upper,temperature,temperature_lower,temperature_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2026-02-07,1798.2542719889318,1693.0361472746222,1876.4144419280228,1741.2461169233884,1855.5571099821816,-15.61340765412445,-15.61340765412445,-15.61340765412445,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,-11.547366759171013,-11.547366759171013,-11.547366759171013,0.0,0.0,0.0,1782.6408643348072
2026-02-08,1798.4182455609114,1716.3653830929075,1897.871108495235,1741.2834907766385,1855.8450593608457,7.866750161310525,7.866750161310525,7.866750161310525,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,11.932791056263964,11.932791056263964,11.932791056263964,0.0,0.0,0.0,1806.284995722222
2026-02-09,1798.582219132891,1703.7563840814194,1887.6824182497214,1741.3208646298888,1856.1330087395102,0.07025131406526477,0.07025131406526477,0.07025131406526477,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,4.136292209018704,4.136292209018704,4.136292209018704,0.0,0.0,0.0,1798.6524704469562
2026-02-10,1798.7461927048705,1699.3806089683997,1885.7445395407858,1741.3582384831393,1856.4209581181747,-3.6110278592348752,-3.6110278592348752,-3.6110278592348752,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,0.4550130357185631,0.4550130357185631,0.4550130357185631,0.0,0.0,0.0,1795.1351648456357
2026-02-11,1798.91016627685,1693.0475203665271,1882.2706116183579,1741.3956123363896,1856.6681499531194,-14.272021974078696,-14.272021974078696,-14.272021974078696,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,-10.20598107912526,-10.20598107912526,-10.20598107912526,0.0,0.0,0.0,1784.6381443027715
2026-02-12,1799.0741398488296,1709.0033454549562,1895.2802445343318,1741.4331554696194,1856.9131013634221,0.6328200264756482,0.6328200264756482,0.6328200264756482,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,4.698860921429087,4.698860921429087,4.698860921429087,0.0,0.0,0.0,1799.7069598753053
2026-02-13,1799.2381134208092,1702.3914333867442,1893.6617798941372,1741.4798866354995,1857.1580527737249,-3.535650279150407,-3.535650279150407,-3.535650279150407,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,0.5303906158030307,0.5303906158030307,0.5303906158030307,0.0,0.0,0.0,1795.7024631416589
2026-02-14,1799.4020869927888,1690.0742197069324,1876.0883406037071,1741.5131680130585,1857.4739196879164,-15.613407654095514,-15.613407654095514,-15.613407654095514,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,-11.547366759142077,-11.547366759142077,-11.547366759142077,0.0,0.0,0.0,1783.7886793386933
2026-02-15,1799.5660605647683,1710.6633737196212,1899.786453346895,1741.526017111098,1857.7968218542562,7.866750161325417,7.866750161325417,7.866750161325417,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,11.932791056278855,11.932791056278855,11.932791056278855,0.0,0.0,0.0,1807.4328107260937
2026-02-16,1799.730034136748,1714.6367934882505,1900.1057489059672,1741.5388662091375,1858.1197240205963,0.07025131405533211,0.07025131405533211,0.07025131405533211,-5.096744011038927,-5.096744011038927,-5.096744011038927,-4.066040894953439,-4.066040894953439,-4.066040894953439,0.9416936962869175,0.9416936962869175,0.9416936962869175,0.08900941979857133,0.08900941979857133,0.08900941979857133,4.136292209008772,4.136292209008772,4.136292209008772,0.0,0.0,0.0,1799.8002854508034
